song_id,song_name,song_popularity,song_disc_number,song_explicit,song_is_playable,song_track_number,artist_id,album_id,song_danceability,song_energy,song_key,song_loudness,song_mode,song_speechiness,song_acousticness,song_instrumentalness,song_liveness,song_valence,song_tempo,song_duration_ms,song_time_signature
3gaKhrlgZmY2RVz28bLP0S,One Last Time,28,1,False,,5,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.263,0.784,10,-5.18,1,0.037,0.0013,3.79e-05,0.0816,0.536,205.045,285467,3
6srvRVZ9qmPmWP549XwkdZ,With David Bowie,31,1,False,,6,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.492,0.953,9,-2.439,0,0.0442,0.00148,0,0.661,0.926,128.261,145400,4
4J0223sUR8DxeSieqh1yR8,Benjamin,27,1,False,,7,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.483,0.541,5,-5.286,1,0.026,0.0023,0.000254,0.493,0.487,127.604,245000,4
7lPiTXVfYIfn6ppovEOFu6,Shutterbug,39,1,False,,8,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.286,0.696,2,-5.35,1,0.0365,8.54e-05,0.316,0.154,0.233,162.235,256067,3
2ZfXEuGdxrXAOU9kMwNZeS,The Morning Sad,27,1,False,,9,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.59,0.913,4,-3.787,1,0.0318,0.00161,0,0.252,0.796,113.249,188293,4
5TdGPDxtkPnSW7B2LkfbN2,Sound Of The Bell,24,1,False,,10,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.527,0.877,9,-3.929,1,0.029,8.99e-05,0.032,0.529,0.672,127.502,238267,4
0u8ZJTtfHp7K8bjXsxiuUa,Loneliness Is Worse,25,1,False,,11,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.415,0.664,2,-4.888,1,0.0292,0.0011,3.3e-05,0.0857,0.273,129.213,300773,4
6dSVppeLhFIN2tZaOSjCH1,Stoneface,29,1,False,,12,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.408,0.933,0,-2.828,0,0.0398,9.38e-05,0,0.124,0.51,136.037,163933,4
2Av2tDqLn8YtKhnIpI8Vvc,Venus Man Trap,25,1,False,,13,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.36,0.903,5,-4.945,1,0.0347,2.89e-05,0.0426,0.0819,0.391,137.488,209267,4
7eFp6keZKpYu6xlNj1NZ3d,Earthcrosser,26,1,False,,14,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.348,0.447,7,-6.925,1,0.0355,0.0106,0.00405,0.0796,0.122,118.304,328227,4
2FZ7davXrvyNYTbUEtpWbn,Get Back,30,1,False,,1,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.481,0.645,9,-9.101,0,0.0262,0.000249,0.031,0.12,0.497,79.077,193027,4
51osJ25V5AGT6OfJOkoUr2,All Hail Me,33,1,False,,2,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.501,0.718,10,-8.889,1,0.0269,0.000182,0.00145,0.249,0.723,114.842,185107,4
6QldOsduESUPyeg83UfMlB,Seether,48,1,False,,3,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.612,0.859,8,-9.175,1,0.0439,0.00249,0.00163,0.158,0.684,136.212,196467,4
2udeBpiqJnAUqbibD3YTTX,Spiderman '79,24,1,False,,4,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.422,0.603,2,-8.513,1,0.0282,0.00232,0.0112,0.105,0.398,158.345,316467,4
2UnezuXmOLAuiFcYMJ7ZfV,Forsythia,30,1,False,,5,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.576,0.758,7,-9.377,0,0.0274,0.000337,0.0227,0.0742,0.816,118.184,284867,4
65cOtEO1eVrTezvIMDsoDr,Wolf,20,1,False,,6,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.503,0.643,4,-8.036,1,0.0245,0.02,0.00444,0.12,0.495,73.579,259093,4
78cXY5FbB1yBjb1gevKfT8,Celebrate You,18,1,False,,7,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.549,0.587,2,-8.898,0,0.0263,0.00453,0.00251,0.108,0.194,95.273,260307,4
3q6YCvHDDUGPyCYhdpjwny,Fly,17,1,False,,8,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.476,0.081,5,-21.023,1,0.0438,0.76,0.286,0.0992,0.0747,111.331,218400,4
44TnyEarZBjoXzOUOvDAfn,Number One Blind,26,1,False,,9,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.693,0.459,6,-9.323,1,0.0262,0.0049,0.00212,0.0731,0.859,104.481,224027,4
2z99nwQFaUE07AZdJUipJQ,Victrola,28,1,False,,10,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.498,0.842,0,-8.795,1,0.033,0.000507,0.12,0.251,0.878,146.38,138733,4
4yFpCU71Kbzlw7BURCtS66,Twinstar,18,1,False,,11,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.491,0.476,0,-9.777,1,0.0286,0.00232,0.291,0.102,0.397,124.375,196467,4
0xC0WuUh1IJoxorzYrfJzs,25,18,1,False,,12,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.586,0.309,9,-12.812,1,0.0471,0.0248,0.512,0.323,0.243,130.02,476267,4
73F3v4rxBP6KXNOORBCb3n,Sleeping Where I Want,17,1,False,,13,2QwJQuBekTA4qF7N7uLHDP,6MuDwD3lvWsJyd4I1DSBVd,0.344,0.162,7,-22.365,1,0.0379,0.787,0.893,0.15,0.11,173.136,199733,4
4ZWNgVCgEHGUvpBSbGiPPc,Bonfo,24,1,False,,1,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.619,0.713,7,-6.359,1,0.0378,0.656,0.041,0.272,0.739,104.885,255733,4
6JCG6Hd55LibnTk6QChxvR,Fere,26,1,False,,2,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.505,0.726,11,-6.03,1,0.0672,0.694,0.0449,0.174,0.895,98.324,236133,4
0ZjVr4IJfTZnGFve214vs6,Onifere No. 2,28,1,False,,3,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.641,0.645,10,-6.637,1,0.0338,0.833,0.104,0.166,0.909,110.662,194467,4
2TnptPkhm26V4fyCtuV7Ni,Oyejo,30,1,False,,4,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.759,0.728,2,-7.126,0,0.0438,0.877,0.00449,0.151,0.862,102.701,205000,4
5vv5l5QyOl6KpE6EG3FoOU,Oloruka,25,1,False,,5,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.657,0.624,2,-5.867,0,0.0686,0.849,0.00428,0.0969,0.892,104.305,187600,4
3EJN03C6REm3Vm8r6oJ1mA,Awo,32,1,False,,6,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.689,0.678,5,-8.568,1,0.0422,0.787,0.0119,0.138,0.961,124.769,192707,4
7z0cAUMlIuB1gitVrkc6Vm,Great Kids,35,1,False,,7,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.765,0.483,7,-9.934,1,0.118,0.806,0.846,0.0581,0.765,114.188,188693,4
264JjA7d1ys2Bk5kIIMgGJ,Amaechi's Blues,30,1,False,,8,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.74,0.243,1,-11.949,1,0.135,0.904,0.738,0.288,0.441,79.639,222707,4
10WXXWtlSeJct46uDMAKw9,Yese,20,1,False,,9,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.585,0.65,5,-8.409,0,0.127,0.696,0.353,0.0713,0.794,99.413,185867,4
1XXUmQno9OKdigkZUDV6xZ,Egbin,16,1,False,,10,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.626,0.567,11,-8.307,0,0.0394,0.71,0.512,0.102,0.756,113.756,179000,4
4VSCYM48VOa8CnR7t5kOXd,Orise,15,1,False,,11,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.572,0.655,2,-6.489,0,0.0438,0.862,0.095,0.0546,0.965,101.791,207493,4
0OcJNtSWtB2MgI6jKUNBRg,Eke,15,1,False,,12,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.676,0.628,5,-7.083,1,0.0588,0.879,0.0203,0.0886,0.953,112.202,196307,4
2XWMNDC3zku8tg5CefPP7h,V.C. 7,15,1,False,,13,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.826,0.563,5,-6.841,1,0.0305,0.847,0.111,0.166,0.938,107.788,273067,4
2SIjZPz4rLdRwns9rSYVEn,I Know Your Feeling,14,1,False,,14,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.678,0.607,10,-6.196,1,0.0386,0.845,0.79,0.0934,0.964,109.778,244267,4
3NHbs2JrvKenXpNp3HHoBs,Signature Tune,1,2,False,,1,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.653,0.732,3,-5.029,1,0.124,0.955,0.946,0.125,0.781,85.484,26440,5
7KjFiDIh117Z2e9EMzZ4oy,It's Highlife Time,21,2,False,,2,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.535,0.759,0,-3.589,0,0.0351,0.446,4.14e-05,0.149,0.927,105.348,323400,4
3AJn5UNQCfG6ZdaoOW85rB,Lagos Baby,14,2,False,,3,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.745,0.43,0,-5.931,1,0.141,0.916,9.78e-05,0.0727,0.789,81.168,215560,4
4ewvLuepCkGjFlcosKIXfp,Omuti,18,2,False,,4,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.543,0.766,5,-3.428,0,0.0381,0.588,0.00043,0.0449,0.91,118.795,233733,4
397OdxDAdnUXN0iNxbcK6F,Ololufe,18,2,False,,5,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.619,0.582,5,-5.715,0,0.0315,0.528,0.00115,0.1,0.801,153.485,317133,4
4IN8uznJAlqY4NZ1vziY6j,Araba's Delight,13,2,False,,6,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.626,0.735,1,-5.761,1,0.0461,0.839,0.0151,0.212,0.842,111.012,298373,4
26IFln6kW4tc63zjbPJoid,WA Dele,13,2,False,,7,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.659,0.684,8,-4.584,1,0.0365,0.542,0.0439,0.044,0.807,86.591,248200,4
2ms9BbAPqMlZjMZ16AMLBq,Lai Se,18,2,False,,8,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.642,0.816,5,-4.092,1,0.0348,0.503,0.0381,0.133,0.8,116.005,254227,4
4OXClbnFdtKziz6LmXxayo,Mi o Mo,12,2,False,,9,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.524,0.876,5,-3.542,0,0.0394,0.539,0.042,0.0895,0.785,122.371,283707,4
0HnnvWbMBvBQCRJfjfcpet,Obinrin Le,12,2,False,,10,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.591,0.678,1,-4.984,1,0.0552,0.847,0.277,0.26,0.852,99.927,289493,4
7J9eC7a8orouYuEZbTf4l6,Omo Ejo,11,2,False,,11,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.656,0.713,1,-5.492,1,0.0554,0.936,0.0686,0.216,0.928,99.301,302573,4
2otI7Yo06VcepFy0ly9weY,Everyday I Got My Blues - Live,11,3,False,,1,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.507,0.881,0,-4.891,0,0.209,0.862,0.507,0.775,0.702,112.008,339000,4
2b0xXMLXW2gyHLf1a8FRrF,Moti Gborokan - Live,11,3,False,,2,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.449,0.932,0,-4.107,1,0.11,0.807,0.75,0.61,0.748,114.611,375667,4
3dCzHeZb4N6qiv2D1r6Tj6,Waka Waka - Live,10,3,False,,3,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.399,0.946,0,-3.91,1,0.104,0.825,0.735,0.772,0.62,130.084,345573,4
3QtasZtj7Cii6dGJgOejxq,Ako - Live,10,3,False,,4,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.577,0.929,7,-4.944,0,0.0996,0.853,0.699,0.962,0.683,120.177,450000,4
6LZQQJImXKkwSUkr54mbX1,Ororuka - Live,10,3,False,,5,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.431,0.936,0,-4.249,1,0.163,0.824,0.298,0.543,0.85,111.67,306267,4
4c5jVYJDaMHHp7wJN1TbHX,Lai Se - Live,9,3,False,,6,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.382,0.941,5,-4.8,1,0.103,0.86,0.829,0.381,0.71,116.172,342360,4
7E1QD9kBuSaAWf31wjD3Qv,Onidodo,13,3,False,,7,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.516,0.66,4,-5.826,1,0.0339,0.0216,0,0.0849,0.839,107.666,185400,4
23yqBL2kAUbzrJrtx8k8bn,Alagbara,9,3,False,,8,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.488,0.703,9,-5.467,1,0.0503,0.0169,0,0.406,0.884,108.786,193267,4
5l6tdnkXglVuDmMgrSk0rg,Ajo,10,3,False,,9,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.494,0.675,1,-6.201,0,0.0632,0.0714,0,0.163,0.543,85.223,225507,4
53T5RKNSZLeAlpLVDPNi7f,Abiara,9,3,False,,10,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.535,0.613,7,-5.769,1,0.0491,0.0741,0,0.048,0.598,78.608,180733,4
4bNtsUyHIld1OVGrJOyjN9,SA E Tun De,14,3,False,,11,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.532,0.692,10,-6.164,0,0.098,0.511,0.0807,0.334,0.807,113.186,199427,4
0cuQCdf81sSPUxV62HpSJ5,Waka Waka,17,3,False,,12,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.546,0.631,7,-5.562,1,0.0993,0.473,0.000831,0.121,0.619,119.57,204907,4
0PAHZZvaI0nOQF6RzCXWOZ,My Baby Don Love Me,16,3,False,,13,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.749,0.54,2,-7.638,1,0.0429,0.154,0.0279,0.281,0.581,100.448,200827,4
2X6g2TWudHRt1MwQdve3an,Home Cooking,16,3,False,,14,5CG9X521RDFWCuAhlo6QoR,7aKll5u0BkpDGJxTNnKlWQ,0.586,0.737,2,-6.814,1,0.169,0.106,0.0145,0.181,0.513,98.472,187133,4
5b6dJolQmxptzpoM5E8cI1,Just Like That - Live,15,1,False,,1,5CG9X521RDFWCuAhlo6QoR,5r8gCzEYTOvzP2AcdAAA4P,0.454,0.917,10,-7.032,0,0.11,0.247,0.35,0.487,0.413,104.51,1774537,4
4meTY2JcuauqNgCpYWzxB0,Confusion Break Bones - Live,9,1,False,,2,5CG9X521RDFWCuAhlo6QoR,5r8gCzEYTOvzP2AcdAAA4P,0.408,0.689,2,-9.334,0,0.0513,0.28,0.0495,0.965,0.365,123.991,2454083,3
0mKMXH3YczM3lJib55C1QP,Teacher Don't Teach Me Nonsense - Live,10,1,False,,3,5CG9X521RDFWCuAhlo6QoR,5r8gCzEYTOvzP2AcdAAA4P,0.495,0.905,5,-7.968,1,0.053,0.201,0.051,0.953,0.362,106.104,2043609,4
0L8PukZmPTlIXLbA26ntF1,Beast of No Nation - Live,9,1,False,,4,5CG9X521RDFWCuAhlo6QoR,5r8gCzEYTOvzP2AcdAAA4P,0.388,0.805,10,-7.167,1,0.0519,0.114,0.0316,0.822,0.475,93.67,2329123,4
6czpevVXBigZfztDqKn1ju,Everything Scatter,7,1,False,,1,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.805,0.593,1,-8.458,1,0.143,0.265,3.3e-05,0.0699,0.856,129.996,294747,4
6E9WMpmRd8NROOd8JE6pyE,BID (Breaking It Down) - High Life (Medzi Medzi) / Yellow Fever,6,1,False,,2,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.588,0.542,10,-9.675,0,0.394,0.424,1.15e-05,0.0781,0.676,92.403,409240,4
6GLGGN0WdphXG6qcIbGJ7J,Trouble Sleep,5,1,False,,3,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.526,0.165,10,-11.593,1,0.0466,0.447,0,0.318,0.234,130.588,227907,4
3aC46a6Vf7cyj0C8qfWXi0,Teacher,6,1,False,,4,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.861,0.479,5,-11.267,1,0.11,0.391,0,0.087,0.477,106.474,196427,4
3rVBSwU3pzwhfJv3Et0Zxm,Black President (Scene),5,1,False,,5,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.738,0.342,1,-17.102,1,0.656,0.707,0,0.37,0.542,88.473,78747,4
5zzs7c0dlrAL4M5XLc8MBs,Lover,5,1,False,,6,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.575,0.295,3,-10.549,1,0.0366,0.637,5.84e-06,0.113,0.46,119.969,150680,4
0nUzbvQISsjuWsOqc6zyXy,Upside Down,5,1,False,,7,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.759,0.521,10,-9.827,1,0.153,0.524,0,0.427,0.786,118.725,310840,4
4gyXjDKIKzhbyeJrG07sc6,Expensive Shit,5,1,False,,8,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.73,0.391,7,-11.819,0,0.467,0.409,0,0.596,0.663,124.899,228827,4
2S9I8NXuGXzxVmMTtaXBYs,I.T.T. (International Thief Thief),5,1,False,,9,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.874,0.579,9,-10.151,0,0.132,0.44,0,0.175,0.855,130.694,316773,4
2XWKfwYC2NdKdRhEypVbTz,Kere Kay,5,1,False,,10,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.877,0.955,8,-5.366,1,0.313,0.772,0,0.0573,0.82,121.82,32480,4
5S65xvwQZBUCcgTFgFf1Sf,Water No Get Enemy,8,1,False,,11,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.63,0.553,3,-9.538,0,0.0701,0.602,1.39e-05,0.125,0.841,100.038,233867,4
0NmdjSgFPJI3z0o9RphtSm,Torture (Scene),4,1,False,,12,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.536,0.277,8,-13.405,0,0.127,0.385,1.92e-06,0.144,0.797,90.697,118333,4
3vjmKxB9EQlKDAM2d6d04o,Zombie,5,1,False,,13,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.621,0.569,2,-8.901,0,0.236,0.422,0.000125,0.297,0.884,134.634,260360,4
4M9T6ANXJ9B7k5REVx3QlR,Trouble Sleep (reprise),4,1,False,,14,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.449,0.177,3,-13.942,1,0.206,0.613,2.33e-06,0.288,0.14,166.056,101293,5
4YTiyJp9SZ16MqlO2bIsyC,Na Poi,4,1,False,,15,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.746,0.475,0,-10.644,0,0.107,0.508,3.3e-06,0.123,0.729,86.151,156067,4
2E8AaDXlkfrohsCvy8LeqG,"Sorrow, Tears and Blood",4,1,False,,16,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.651,0.372,7,-12.177,0,0.5,0.721,0,0.0763,0.716,190.513,142413,4
1U0tdfnRUwvcSatU7WtQPv,Sorrow After Testimonials (scene/interlude),4,1,False,,17,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.294,0.213,5,-22.235,0,0.0495,0.766,0.98,0.119,0.245,115.305,43920,4
70Ge818soxiEceysf622sh,Dance of the Orisas (Shakara),4,1,False,,18,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.54,0.633,1,-10.682,1,0.2,0.374,0.0216,0.371,0.652,130.988,371320,4
3rijq4OOnG2o5NejtYgiLG,Rain,3,1,False,,19,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.339,0.173,5,-13.65,0,0.0587,0.796,0,0.111,0.219,166.457,354280,5
6xvYmOclppfMw1zFKyotov,Coffin for Head of State,5,1,False,,20,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.732,0.431,10,-9.862,0,0.229,0.64,0,0.122,0.739,91.208,265867,4
7DPbGcVHNPQoMnbAK29uHe,Kere Kay (Act II),3,1,False,,21,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.87,0.987,8,-4.975,1,0.344,0.718,0,0.056,0.247,121.754,31947,4
0uHOTYd70gslbnWChXqCvg,Gentleman (Bows),4,1,False,,22,2J55k7Jd101WcYqeWUnqYG,1ay64CYnoyGytEfTzpniHX,0.877,0.728,10,-7.876,0,0.127,0.365,0.00191,0.0648,0.838,88.514,133787,4
3uVuMqVTiVf3mUHMDFVXai,My Lady Frustration,23,1,False,,1,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.539,0.823,10,-5.437,1,0.114,0.0557,0.557,0.0773,0.581,96.732,421693,4
2ewV8oOBbrn3fLVVey3Obr,Viva Nigeria,30,1,False,,2,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.592,0.525,7,-10.588,1,0.0857,0.0192,0.00215,0.521,0.678,125.286,227347,4
5NCBewAbAQ8N0CuVdmBmTa,Obe (Stew),30,1,False,,3,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.708,0.862,11,-7.321,1,0.061,0.238,0.0178,0.335,0.854,121.072,193280,4
0dZycQUrJHx4l6ubTGz1nn,Ako,38,1,False,,4,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.744,0.795,7,-7.616,0,0.0442,0.213,0.502,0.09,0.882,119.664,163227,4
0PjcDC7iy0tifoYmMinhMC,Witchcraft,32,1,False,,5,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.553,0.922,3,-5.523,1,0.137,0.032,0.0924,0.288,0.468,125.074,327347,4
0VdpyieAQ6xwQQjQyOFJQm,Wayo - Version 2,27,1,False,,6,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.663,0.764,3,-7.533,1,0.0417,0.0555,0.46,0.0931,0.927,112.28,209400,4
4EyzqCHy59IUlx5ZtsPJm9,Lover,24,1,False,,7,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.592,0.443,5,-8.4,1,0.0328,0.0308,0.544,0.0826,0.654,132.627,371040,4
50oYv4AD3kkrF3cmQTGwzI,Funky Horn,17,1,False,,8,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.472,0.78,5,-6.845,1,0.136,0.00862,0.877,0.328,0.46,121.328,284187,4
2JrltzXBM1e90LJuL5yvKX,Eko,17,1,False,,9,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.358,0.872,5,-5.804,1,0.171,0.00728,0.282,0.0665,0.912,189.681,255093,4
1sHXoY0whZ1tZ7qvf7Bg9a,This Is Sad,26,1,False,,10,5CG9X521RDFWCuAhlo6QoR,7oa9sHVeCHVB6LKEOt5BId,0.676,0.659,10,-6.46,0,0.0548,0.0116,0.863,0.105,0.899,95.176,263347,4
0VRJuv8on8xFzv1T52vY1t,U.S. (Underground System),16,1,False,,1,5CG9X521RDFWCuAhlo6QoR,2Dq6B9PS59nnrJT7hTj34P,0.659,0.894,1,-8.209,1,0.0954,0.145,0.321,0.0833,0.809,141.759,1706760,4
5Vx1U3hJv5JS2i92CWjm0f,Pansa Pansa,18,1,False,,2,5CG9X521RDFWCuAhlo6QoR,2Dq6B9PS59nnrJT7hTj34P,0.6,0.881,1,-5.986,1,0.0821,0.0885,0.0197,0.0738,0.775,145.588,1040773,4
0ZuacEE0HActpTMJlGO2pO,Confusion Break Bones (C.B.B),18,1,False,,3,5CG9X521RDFWCuAhlo6QoR,2Dq6B9PS59nnrJT7hTj34P,0.737,0.712,0,-8.059,1,0.0574,0.155,0.00101,0.0577,0.796,124.805,1751000,3
4L80U1kqovuniXSn0BuCVJ,Teacher Don't Teach Me Nonsense (Parts 1 & 2),33,1,False,,1,5CG9X521RDFWCuAhlo6QoR,1pTM0qurcbw641QGrw2ynN,0.728,0.636,5,-9.127,1,0.0365,0.25,0.00312,0.0833,0.867,107.651,1547947,4
1MuEp3P8OdNeuX141zDhCC,Look and Laugh (Parts 1 & 2),22,1,False,,2,5CG9X521RDFWCuAhlo6QoR,1pTM0qurcbw641QGrw2ynN,0.461,0.628,10,-9.362,0,0.0459,0.571,0.00621,0.198,0.864,156.989,1849507,4
43qIuiOayDtNPfQYvBH19i,Just Like That,20,1,False,,3,5CG9X521RDFWCuAhlo6QoR,1pTM0qurcbw641QGrw2ynN,0.751,0.822,10,-7.367,0,0.0666,0.381,0.00633,0.113,0.744,102.549,1337120,4
6zP6FiRiRbswt5kPdmG0NE,Army Arrangement,22,1,False,,1,5CG9X521RDFWCuAhlo6QoR,1j2CycJsf9VkVWOSva86cT,0.753,0.849,0,-5.585,0,0.0654,0.458,0.00165,0.0824,0.681,98.257,1799347,4
0P1jUCbiekSMEF56iyHFAl,Government Chicken Boy,20,1,False,,2,5CG9X521RDFWCuAhlo6QoR,1j2CycJsf9VkVWOSva86cT,0.748,0.587,5,-11.028,0,0.0355,0.283,0.0722,0.0843,0.948,118.016,1755307,4
